country,year,population,gdp,co2,coal co2,cumulative co2,land use,oil co2,decades
Malaysia,2012,29660216.0,186130018668.67923,35.95183733826247,9.87315466101695,14343.604,169.46,20.5711218220339,2010
Malaysia,2013,30134806.0,186130018668.67923,35.95183733826247,9.87315466101695,14725.111,139.342,20.5711218220339,2010
Malaysia,2014,30606454.0,186130018668.67923,35.95183733826247,9.87315466101695,15196.656,226.215,20.5711218220339,2010
Malaysia,2015,31068834.0,186130018668.67923,35.95183733826247,9.87315466101695,15593.062,160.703,20.5711218220339,2010
Malaysia,2016,31526414.0,186130018668.67923,35.95183733826247,9.87315466101695,15968.709,123.587,20.5711218220339,2010
Malaysia,2017,31975812.0,186130018668.67923,35.95183733826247,9.87315466101695,6853.293903881701,134.212,20.5711218220339,2010
Malaysia,2018,32399270.0,186130018668.67923,35.95183733826247,9.87315466101695,6853.293903881701,141.98,20.5711218220339,2010
Malaysia,2019,32804024.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.293903881701,147.879,20.5711218220339,2010
Malaysia,2020,33199988.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.293903881701,151.836,20.5711218220339,2020
Myanmar,1900,9411380.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,152.532,20.571121822033895,1900
Myanmar,1901,9603751.0,11685860352.0,35.95183733826247,9.87315466101695,6853.2939038817,167.225,20.571121822033895,1900
Myanmar,1902,9772217.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,188.403,20.571121822033895,1900
Myanmar,1903,9915677.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,191.517,20.571121822033895,1900
Myanmar,1904,10061221.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,180.196,20.571121822033895,1900
Myanmar,1905,10208880.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,175.616,20.571121822033895,1900
Myanmar,1906,10358684.0,10168246272.0,35.95183733826247,9.87315466101695,6853.2939038817,181.478,20.571121822033895,1900
Myanmar,1907,10510664.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,183.163,20.571121822033895,1900
Myanmar,1908,10664851.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,191.371,20.571121822033895,1900
Myanmar,1909,10806140.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,177.997,20.571121822033895,1900
Myanmar,1910,10934246.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,186.131,20.571121822033895,1910
Myanmar,1911,11048878.0,11727320064.0,35.95183733826247,9.87315466101695,6853.2939038817,184.116,20.571121822033895,1910
Myanmar,1912,11149741.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,183.75,20.571121822033895,1910
Myanmar,1913,11236535.0,13459991552.0,35.95183733826247,9.87315466101695,6853.2939038817,186.864,20.571121822033895,1910
Myanmar,1914,11323979.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,197.196,20.571121822033895,1910
Myanmar,1915,11412080.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,191.92,20.571121822033895,1910
Myanmar,1916,11500841.0,16596799488.0,35.95183733826247,9.87315466101695,6853.2939038817,176.532,20.571121822033895,1910
Myanmar,1917,11590266.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,179.353,20.571121822033895,1910
Myanmar,1918,11697676.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,189.502,20.571121822033895,1910
Myanmar,1919,11808638.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,187.12,20.571121822033895,1910
Myanmar,1920,11923214.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,145.241,20.571121822033895,1920
Myanmar,1921,12041462.0,14969195520.0,35.95183733826247,9.87315466101695,6853.2939038817,93.505,20.571121822033895,1920
Myanmar,1922,12163444.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,74.746,20.571121822033895,1920
Myanmar,1923,12289223.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,62.105,20.571121822033895,1920
Myanmar,1924,12416302.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,54.117,20.571121822033895,1920
Myanmar,1925,12544694.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,48.658,20.571121822033895,1920
Myanmar,1926,12674415.0,18069458944.0,35.95183733826247,9.87315466101695,6853.2939038817,45.727,20.571121822033895,1920
Myanmar,1927,12805477.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,42.246,20.571121822033895,1920
Myanmar,1928,12937894.0,186130018668.67926,3.158,0.0,44.085,40.927,3.158,1920
Myanmar,1929,13079961.0,186130018668.67926,3.048,0.0,85.606,38.472,3.048,1920
Myanmar,1930,13231889.0,186130018668.67926,3.085,0.0,124.158,35.468,3.085,1930
Myanmar,1931,13393893.0,21091145728.0,2.935,0.0,161.095,34.002,2.935,1930
Myanmar,1932,13566191.0,186130018668.67926,2.979,0.0,197.013,32.939,2.979,1930
Myanmar,1933,13749007.0,186130018668.67926,2.997,0.0,231.741,31.73,2.997,1930
Myanmar,1934,13934287.0,186130018668.67926,3.063,0.0,265.728,30.924,3.063,1930
Myanmar,1935,14122063.0,186130018668.67926,3.026,0.0,299.752,30.997,3.026,1930
Myanmar,1936,14312370.0,20985888768.0,3.111,0.0,333.017,30.155,3.111,1930
Myanmar,1937,14505241.0,186130018668.67926,3.217,0.0,365.949,29.715,3.217,1930
Myanmar,1938,14700712.0,19051100160.0,3.089,0.0,399.889,30.851,3.089,1930
Myanmar,1939,14907053.0,186130018668.67926,3.232,0.0,432.909,29.788,3.232,1930
Myanmar,1940,15124546.0,186130018668.67926,3.173,0.0,459.715,23.633,3.173,1940
Myanmar,1941,15353476.0,186130018668.67926,3.184,0.0,481.658,18.76,3.184,1940
Myanmar,1942,15594135.0,186130018668.67926,1.026,0.0,497.45,14.766,1.026,1940
Myanmar,1943,15846821.0,186130018668.67926,0.41,0.0,509.146,11.285,0.41,1940
Myanmar,1944,16103601.0,186130018668.67926,0.308,0.0,517.404,7.951,0.308,1940
Myanmar,1945,16364542.0,186130018668.67926,0.297,0.0,523.893,6.192,0.297,1940
Myanmar,1946,16629712.0,186130018668.67926,0.007,0.0,526.869,2.968,0.007,1940
Myanmar,1947,16899178.0,186130018668.67926,0.026,0.0,527.957,1.063,0.026,1940
Myanmar,1948,17173011.0,186130018668.67926,0.154,0.0,527.598,-0.513,0.154,1940
Myanmar,1949,17450542.0,186130018668.67926,0.103,0.0,523.743,-3.957,0.103,1940
Myanmar,1950,17731816.0,12296711168.0,0.802,0.41,550.633,26.088,0.388,1950
Myanmar,1951,18053722.0,14069449728.0,0.916,0.372,595.737,44.188,0.533,1950
Myanmar,1952,18391996.0,14386939904.0,1.132,0.55,653.295,56.426,0.553,1950
Myanmar,1953,18749632.0,14772086784.0,1.304,0.663,723.409,68.81,0.608,1950
Myanmar,1954,19126432.0,13842403328.0,1.462,0.725,802.511,77.64,0.696,1950
Myanmar,1955,19522788.0,15661146112.0,1.421,0.553,891.831,87.899,0.828,1950
Myanmar,1956,19935520.0,16703266816.0,1.656,0.671,991.792,98.305,0.953,1950
Myanmar,1957,20363516.0,17669511168.0,2.099,0.747,1099.378,105.487,1.323,1950
Myanmar,1958,20801172.0,17186248704.0,2.411,0.916,1217.352,115.563,1.458,1950
Myanmar,1959,21252048.0,19875870720.0,2.777,1.118,1370.243,150.114,1.63,1950
Myanmar,1960,21720702.0,20532299776.0,2.715,0.938,1480.459,107.502,1.715,1960
Myanmar,1961,22203106.0,21001740288.0,2.59,0.707,1571.206,88.156,1.836,1960
Myanmar,1962,22699698.0,22834237440.0,2.88,0.916,1654.877,80.791,1.905,1960
Myanmar,1963,23210688.0,23503929344.0,2.634,0.575,1745.63,88.119,1.968,1960
Myanmar,1964,23737822.0,23902437376.0,2.857,0.594,1818.836,70.349,2.191,1960
Myanmar,1965,24286880.0,24513335296.0,2.725,0.37,1910.45,88.889,2.275,1960
Myanmar,1966,24854706.0,23494006784.0,2.806,0.253,1989.614,76.358,2.462,1960
Myanmar,1967,25440032.0,24167890944.0,3.616,0.55,2059.438,66.208,2.986,1960
Myanmar,1968,26044118.0,25735239680.0,2.927,0.22,2123.774,61.409,2.598,1960
Myanmar,1969,26659482.0,26819960832.0,3.213,0.498,2189.824,62.838,2.59,1960
Myanmar,1970,27284118.0,28023011328.0,4.612,0.582,2251.997,57.561,3.522,1970
Myanmar,1971,27914954.0,28931649536.0,5.099,0.601,2312.826,55.729,3.931,1970
Myanmar,1972,28551956.0,29129007104.0,4.894,0.381,2354.031,36.31,3.8,1970
Myanmar,1973,29165356.0,29264168960.0,4.107,0.202,2394.008,35.871,3.158,1970
Myanmar,1974,29751938.0,30781976576.0,4.671,0.436,2434.623,35.944,3.554,1970
Myanmar,1975,30344282.0,32064124928.0,4.583,0.67,2475.516,36.31,3.17,1970
Myanmar,1976,30941380.0,34051362816.0,4.893,0.436,2515.217,34.808,3.62,1970
Myanmar,1977,31554606.0,36056281088.0,5.166,0.344,2556.949,36.567,3.822,1970
Myanmar,1978,32185602.0,38395412480.0,5.146,0.447,2599.798,37.703,3.653,1970
Myanmar,1979,32821776.0,40182624256.0,5.086,0.143,2643.246,38.362,3.781,1970
Myanmar,1980,33465782.0,43641085952.0,5.509,0.154,2692.613,43.858,4.029,1980
Myanmar,1981,34110096.0,46093434880.0,5.623,0.205,2744.036,45.8,4.405,1980
Myanmar,1982,34742592.0,48612245504.0,5.58,0.271,2798.53,48.914,4.121,1980
Myanmar,1983,35424268.0,50756362240.0,5.754,0.242,2853.454,49.171,4.276,1980
Myanmar,1984,36159844.0,53220601856.0,6.549,0.267,2906.389,46.386,4.734,1980
Myanmar,1985,36881024.0,54736506880.0,6.676,0.289,2956.666,43.602,4.313,1980
Myanmar,1986,37572344.0,54201446400.0,6.756,0.187,3003.397,39.974,4.203,1980
Myanmar,1987,38233172.0,51998273536.0,4.943,0.147,3043.917,35.577,2.389,1980
Myanmar,1988,38868272.0,46103011328.0,4.087,0.121,3086.183,38.179,1.691,1980
Myanmar,1989,39489416.0,47782109184.0,4.425,0.187,3132.268,41.66,1.916,1980
Myanmar,1990,40099556.0,49171472384.0,4.236,0.275,3185.198,48.695,2.045,1990
Myanmar,1991,40680540.0,48063922176.0,4.137,0.289,3239.899,50.563,2.019,1990
Myanmar,1992,41237808.0,51891175424.0,4.842,0.121,3305.344,60.603,2.906,1990
Myanmar,1993,41788304.0,54198382592.0,5.303,0.051,3366.962,56.316,3.081,1990
Myanmar,1994,42337112.0,57338249216.0,6.196,0.04,3434.53,61.372,3.451,1990
Myanmar,1995,42880188.0,60452843520.0,6.907,0.066,3506.327,64.889,3.829,1990
Myanmar,1996,43423376.0,63378620416.0,7.203,0.048,3575.048,61.519,3.909,1990
Myanmar,1997,43972060.0,65935163392.0,7.445,0.051,3641.08,58.587,3.889,1990
Myanmar,1998,44516188.0,68698886144.0,8.036,0.055,3727.526,78.41,4.673,1990
Myanmar,1999,45041644.0,75075469312.0,8.93,0.366,3840.807,104.351,5.423,1990
Myanmar,2000,45538340.0,84093542400.0,10.179,1.359,3953.102,102.116,5.91,2000
Myanmar,2001,46014828.0,92175081472.0,8.832,1.565,4046.205,84.272,4.869,2000
Myanmar,2002,46480236.0,101591490560.0,9.286,1.235,4140.276,84.785,5.544,2000
Myanmar,2003,46924296.0,113781440512.0,9.944,0.601,4250.028,99.807,6.051,2000
Myanmar,2004,47338444.0,127115616256.0,12.513,0.729,4380.851,118.311,6.41,2000
Myanmar,2005,47724472.0,142039121920.0,11.521,0.586,4546.627,154.254,5.252,2000
Myanmar,2006,48088276.0,158028611584.0,12.779,0.952,4745.427,186.021,5.454,2000
Myanmar,2007,48445652.0,174123352064.0,12.798,0.821,4943.44,185.215,5.564,2000
Myanmar,2008,48729480.0,177512906752.0,9.73,0.649,5127.979,174.809,5.163,2000
Myanmar,2009,49015836.0,183291527168.0,10.163,0.608,5286.168,148.026,3.866,2000
Myanmar,2010,49390988.0,189724114944.0,13.079,1.231,5429.393,130.145,7.493,2010
Myanmar,2011,49794528.0,197359075328.0,15.039,1.663,5562.083,117.651,7.665,2010
Myanmar,2012,50218196.0,211845251072.0,11.822,1.704,5685.657,111.752,6.058,2010
Myanmar,2013,50648336.0,229512151040.0,12.722,1.143,5808.482,110.103,6.789,2010
Myanmar,2014,51072436.0,247629414400.0,15.849,1.158,5942.569,118.237,9.226,2010
Myanmar,2015,51483956.0,265615310848.0,21.887,0.927,6072.837,108.381,9.625,2010
Myanmar,2016,51892352.0,282251788288.0,21.14,1.125,6206.06,112.082,10.893,2010
Myanmar,2017,52288344.0,298481287168.0,23.63,1.554,6337.191,107.502,11.454,2010
Myanmar,2018,52666016.0,317599023104.0,34.783,3.25,6475.959,103.984,20.891,2010
Myanmar,2019,53040212.0,186130018668.67926,34.609,3.931,6613.783,103.215,19.716,2010
Myanmar,2020,53423200.0,186130018668.67926,36.089,4.127,6754.112,104.241,20.809,2020
Philippines,1900,6644021.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,58.001,20.571121822033895,1900
Philippines,1901,6739540.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,76.284,20.571121822033895,1900
Philippines,1902,6845501.0,8164456960.0,35.95183733826247,9.87315466101695,6853.2939038817,85.408,20.571121822033895,1900
Philippines,1903,6962152.0,9941909504.0,35.95183733826247,9.87315466101695,6853.2939038817,85.481,20.571121822033895,1900
Philippines,1904,7080757.0,8552128000.0,35.95183733826247,9.87315466101695,6853.2939038817,85.774,20.571121822033895,1900
Philippines,1905,7201350.0,9103280128.0,35.95183733826247,9.87315466101695,6853.2939038817,89.621,20.571121822033895,1900
Philippines,1906,7323962.0,9450860544.0,35.95183733826247,9.87315466101695,6853.2939038817,94.495,20.571121822033895,1900
Philippines,1907,7448627.0,9967478784.0,0.007,0.007,97.14,97.133,0.0,1900
Philippines,1908,7575378.0,10534549504.0,0.018,0.018,187.036,89.878,0.0,1900
Philippines,1909,7704315.0,10737089536.0,0.055,0.055,271.473,84.382,0.0,1900
Philippines,1910,7835476.0,12343372800.0,0.051,0.051,365.762,94.238,0.0,1910
Philippines,1911,7968898.0,13141560320.0,0.037,0.037,460.917,95.117,0.0,1910
Philippines,1912,8104619.0,13367111680.0,0.004,0.004,568.312,107.392,0.0,1910
Philippines,1913,8242677.0,14779799552.0,0.007,0.007,675.711,107.392,0.0,1910
Philippines,1914,8383046.0,14510104576.0,0.018,0.018,779.201,103.471,0.0,1910
Philippines,1915,8525764.0,13599854592.0,0.055,0.055,888.37,109.114,0.0,1910
Philippines,1916,8670870.0,15889262592.0,0.051,0.051,988.522,100.1,0.0,1910
Philippines,1917,8818401.0,18534240256.0,0.011,0.011,1087.57,99.038,0.0,1910
Philippines,1918,8988378.0,21162149888.0,0.029,0.029,1197.337,109.737,0.0,1910
Philippines,1919,9164729.0,20328503296.0,0.059,0.059,1304.86,107.465,0.0,1910
Philippines,1920,9347641.0,22039875584.0,0.103,0.103,1404.404,99.441,0.0,1920
Philippines,1921,9537309.0,21525108736.0,0.07,0.07,1489.991,85.518,0.0,1920
Philippines,1922,9733929.0,24102309888.0,0.077,0.077,1570.53,80.461,0.0,1920
Philippines,1923,9937705.0,22625136640.0,0.077,0.077,1645.462,74.856,0.0,1920
Philippines,1924,10145747.0,24693741568.0,0.084,0.084,1720.622,75.075,0.0,1920
Philippines,1925,10358144.0,24886200320.0,0.084,0.084,1795.415,74.709,0.0,1920
Philippines,1926,10574987.0,26144524288.0,0.051,0.051,1868.38,72.914,0.0,1920
Philippines,1927,10796370.0,26787985408.0,0.04,0.04,1939.941,71.521,0.0,1920
Philippines,1928,11022388.0,27832918016.0,0.08,0.048,2009.418,69.396,0.0,1920
Philippines,1929,11258196.0,29028280320.0,0.069,0.031,2081.338,71.851,0.0,1920
Philippines,1930,11504117.0,29066381312.0,0.088,0.037,2155.695,74.269,0.0,1930
Philippines,1931,11760482.0,29283176448.0,0.08,0.033,2239.095,83.319,0.0,1930
Philippines,1932,12027632.0,30589747200.0,0.087,0.032,2330.342,91.16,0.0,1930
Philippines,1933,12305918.0,30878597120.0,0.077,0.029,2417.989,87.57,0.0,1930
Philippines,1934,12590643.0,31154053120.0,0.088,0.04,2503.411,85.335,0.0,1930
Philippines,1935,12881956.0,29032908800.0,0.098,0.044,2592.141,88.632,0.0,1930
Philippines,1936,13180009.0,33042626560.0,0.12,0.055,2683.532,91.27,0.0,1930
Philippines,1937,13484959.0,35421388800.0,0.12,0.048,2773.567,89.915,0.0,1930
Philippines,1938,13796964.0,36568530944.0,0.157,0.073,2863.199,89.475,0.0,1930
Philippines,1939,14120183.0,39125098496.0,0.084,0.084,2949.497,86.214,0.0,1930
Philippines,1940,14454975.0,39837171712.0,0.114,0.114,3012.045,62.435,0.0,1940
Philippines,1941,14801707.0,186130018668.67926,0.091,0.0,3056.727,44.591,0.0,1940
Philippines,1942,15160759.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,36.347,20.571121822033895,1940
Philippines,1943,15532521.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,30.851,20.571121822033895,1940
Philippines,1944,15913398.0,186130018668.67926,35.95183733826247,9.87315466101695,6853.2939038817,27.993,20.571121822033895,1940
Philippines,1945,16303615.0,186130018668.67926,0.015,0.0,3082.536,25.795,0.0,1940
Philippines,1946,16703401.0,19338250240.0,0.113,0.084,3106.758,24.109,0.0,1940
Philippines,1947,17112990.0,26976509952.0,0.197,0.132,3130.405,23.45,0.0,1940
Philippines,1948,17532623.0,31530194944.0,0.216,0.158,3152.422,21.801,0.0,1940
Philippines,1949,17984434.0,33523144704.0,0.318,0.22,3173.954,21.215,0.0,1940
Philippines,1950,18469880.0,36049936384.0,3.604,0.183,3242.155,64.596,3.276,1950
Philippines,1951,19301122.0,39957430272.0,3.553,0.172,3336.428,90.721,3.228,1950
Philippines,1952,20167868.0,42409127936.0,4.051,0.147,3457.214,116.735,3.752,1950
Philippines,1953,21073750.0,46221742080.0,4.033,0.176,3611.838,150.59,3.712,1950
Philippines,1954,22025360.0,49679314944.0,5.33,0.136,3799.048,181.881,5.042,1950
Philippines,1955,23027910.0,53157363712.0,6.616,0.154,3998.354,192.69,6.266,1950
Philippines,1956,24079346.0,56877154304.0,6.253,0.18,4209.058,204.451,5.859,1950
Philippines,1957,25175940.0,59939975168.0,6.729,0.216,4432.952,217.165,6.262,1950
Philippines,1958,26302696.0,62008238080.0,7.56,0.132,4656.285,215.773,7.112,1950
Philippines,1959,27460374.0,66250981376.0,7.226,0.169,4885.439,221.928,6.698,1950
Philippines,1960,28486868.0,67128594432.0,8.325,0.18,5050.474,156.709,7.753,1960
Philippines,1961,29342412.0,70879199232.0,8.713,0.18,5189.917,130.732,8.028,1960
Philippines,1962,30185988.0,74296893440.0,10.336,0.213,5321.129,120.875,9.647,1960
Philippines,1963,31043710.0,79496470528.0,11.472,0.202,5502.317,169.716,10.801,1960
Philippines,1964,31916622.0,82248589312.0,12.823,0.15,5661.15,146.01,12.08,1960
Philippines,1965,32805534.0,86595485696.0,13.965,0.15,5775.216,100.1,13.058,1960
Philippines,1966,33704756.0,90426064896.0,16.104,0.136,5911.718,120.399,15.173,1960
Philippines,1967,34616856.0,95250677760.0,18.209,0.106,6023.433,93.505,17.06,1960
Philippines,1968,35544976.0,99985080320.0,22.223,0.088,6121.134,75.478,20.866,1960
Philippines,1969,36477168.0,104606236672.0,22.829,0.077,6225.744,81.78,21.295,1960
Philippines,1970,37435588.0,108553592832.0,24.751,0.084,6317.144,66.648,23.457,1970
Philippines,1971,38421740.0,114467545088.0,27.552,0.077,6440.326,95.63,25.934,1970
Philippines,1972,39412484.0,120671313920.0,26.409,0.077,6575.372,108.638,24.897,1970
Philippines,1973,40406232.0,131496108032.0,31.501,0.062,6757.354,150.48,29.433,1970
Philippines,1974,41388328.0,136133255168.0,30.492,0.114,6990.759,202.912,28.649,1970
Philippines,1975,42394428.0,143695708160.0,32.482,0.15,7287.159,263.918,30.224,1970
Philippines,1976,43474372.0,156320022528.0,35.066,0.172,7612.708,111.59456033057852,32.687,1970
Philippines,1977,44646516.0,165102796800.0,36.676,0.722,7863.581,214.197,33.91,1970
Philippines,1978,45890740.0,173707444224.0,37.38,0.883,8098.67,197.709,34.402,1970
Philippines,1979,47154240.0,183436886016.0,38.031,1.099,8341.263,204.561,35.039,1970
Philippines,1980,48419544.0,192910475264.0,36.869,1.348,8531.323,153.192,33.39,1980
Philippines,1981,49679328.0,199457193984.0,34.528,1.294,8683.099,117.248,31.305,1980
Philippines,1982,50938528.0,206677147648.0,34.839,1.608,8814.338,96.4,31.192,1980
Philippines,1983,52219692.0,210595332096.0,35.239,2.198,8931.906,82.33,31.005,1980
Philippines,1984,53514960.0,195158589440.0,30.831,3.561,9046.204,83.466,25.586,1980
Philippines,1985,54812656.0,180907327488.0,27.899,3.638,9152.0,77.897,22.852,1980
Philippines,1986,56109844.0,187086782464.0,29.025,2.931,9248.479,67.454,24.487,1980
Philippines,1987,57415180.0,195165618176.0,32.496,3.455,9341.284,60.309,27.546,1980
Philippines,1988,58755920.0,208280780800.0,37.485,3.936,9435.122,56.352,31.722,1980
Philippines,1989,60127352.0,221233807360.0,38.907,3.33,9527.778,53.751,33.973,1980
Philippines,1990,61558900.0,227937189888.0,41.349,3.605,9615.331,46.203,34.955,1990
Philippines,1991,63039752.0,228447698944.0,43.472,4.129,9694.563,35.761,36.321,1990
Philippines,1992,64543524.0,230919372800.0,48.293,4.225,9770.776,27.92,41.164,1990
Philippines,1993,66083324.0,237660504064.0,48.929,4.192,9841.433,21.728,41.282,1990
Philippines,1994,67650288.0,250039762944.0,54.122,4.181,9922.742,27.187,45.793,1990
Philippines,1995,69250472.0,263686193152.0,59.95,4.693,10020.028,37.336,20.5711218220339,1990
Philippines,1996,70944968.0,281310527488.0,61.255,5.903,10145.146,63.864,20.5711218220339,1990
Philippines,1997,72718832.0,298146725888.0,70.062,6.789,10255.257,40.048,20.5711218220339,1990
Philippines,1998,74491928.0,298757750784.0,68.253,6.859,10350.293,26.784,20.5711218220339,1990
Philippines,1999,76249064.0,310266101760.0,68.176,11.874,10440.965,22.497,20.5711218220339,1990
Philippines,2000,77958224.0,326462603264.0,72.348,16.302,10535.26,21.947,20.5711218220339,2000
Philippines,2001,79626088.0,338531942400.0,70.304,16.364,10624.617,19.053,20.5711218220339,2000
Philippines,2002,81285576.0,353568391168.0,70.156,14.298,10730.975,36.2,47.041,2000
Philippines,2003,82942840.0,374041673728.0,70.215,14.858,10865.383,64.193,45.023,2000
Philippines,2004,84607504.0,402137743360.0,72.771,16.099,10971.13,32.976,46.497,2000
Philippines,2005,86261248.0,186130018668.67923,73.272,18.774,11106.58,62.178,41.975,2000
Philippines,2006,87901832.0,186130018668.67923,66.524,17.781,11256.131,83.026,38.652,2000
Philippines,2007,89561376.0,186130018668.67923,70.763,21.889,11420.766,93.872,36.64,2000
Philippines,2008,91252328.0,186130018668.67923,77.301,9.87315466101695,11576.512,78.446,39.229,2000
Philippines,2009,92946952.0,186130018668.67923,76.492,9.87315466101695,11708.586,55.583,38.655,2000
Philippines,2010,94636704.0,186130018668.67923,82.953,9.87315466101695,11863.244,71.704,41.597,2010
Philippines,2011,96337912.0,186130018668.67923,83.743,9.87315466101695,12030.122,83.136,38.983,2010
Philippines,2012,98032320.0,186130018668.67923,88.629,9.87315466101695,12180.855,62.105,41.433,2010
Philippines,2013,99700112.0,186130018668.67923,35.95183733826247,9.87315466101695,12335.625,58.734,41.315,2010
Philippines,2014,101325208.0,186130018668.67923,35.95183733826247,9.87315466101695,12480.271,43.162,43.213,2010
Philippines,2015,103031360.0,186130018668.67923,35.95183733826247,9.87315466101695,12628.664,35.944,20.5711218220339,2010
Philippines,2016,104875272.0,186130018668.67923,35.95183733826247,9.87315466101695,12781.56,30.338,20.5711218220339,2010
Philippines,2017,106738496.0,186130018668.67923,35.95183733826247,9.87315466101695,12947.23,30.521,20.5711218220339,2010
Philippines,2018,108568832.0,186130018668.67923,35.95183733826247,9.87315466101695,13118.074,29.019,20.5711218220339,2010
Philippines,2019,110380800.0,186130018668.67926,35.95183733826247,9.87315466101695,13290.676,27.37,20.5711218220339,2010
Philippines,2020,112190984.0,186130018668.67926,35.95183733826247,9.87315466101695,13456.456,30.118,46.997,2020
Singapore,1900,212200.0,474289984.0,0.0,9.87315466101695,24.146,0.22,20.571121822033895,1900
Singapore,1901,220154.0,186130018668.67926,0.0,9.87315466101695,24.366,0.22,20.571121822033895,1900
Singapore,1902,228815.0,186130018668.67926,0.0,9.87315466101695,24.585,0.22,20.571121822033895,1900
Singapore,1903,238224.0,186130018668.67926,0.0,9.87315466101695,24.805,0.22,20.571121822033895,1900
Singapore,1904,248020.0,186130018668.67926,0.0,9.87315466101695,25.025,0.22,20.571121822033895,1900
Singapore,1905,258218.0,186130018668.67926,0.0,9.87315466101695,25.245,0.22,20.571121822033895,1900
Singapore,1906,268836.0,186130018668.67926,0.0,9.87315466101695,25.465,0.22,20.571121822033895,1900
Singapore,1907,279891.0,186130018668.67926,0.0,9.87315466101695,25.685,0.22,20.571121822033895,1900
Singapore,1908,291400.0,186130018668.67926,0.0,9.87315466101695,25.904,0.22,20.571121822033895,1900
Singapore,1909,301978.0,186130018668.67926,0.0,9.87315466101695,26.124,0.22,20.571121822033895,1900
Singapore,1910,311561.0,186130018668.67926,0.0,9.87315466101695,26.381,0.256,20.571121822033895,1910
Singapore,1911,320082.0,186130018668.67926,0.0,9.87315466101695,26.637,0.256,20.571121822033895,1910
Singapore,1912,327471.0,186130018668.67926,0.0,9.87315466101695,26.93,0.293,20.571121822033895,1910
Singapore,1913,333652.0,585276032.0,0.0,9.87315466101695,27.224,0.293,20.571121822033895,1910
Singapore,1914,339950.0,716945984.0,0.0,9.87315466101695,27.517,0.293,20.571121822033895,1910
Singapore,1915,346367.0,753268992.0,0.0,9.87315466101695,27.81,0.293,20.571121822033895,1910
Singapore,1916,352904.0,641276992.0,0.0,9.87315466101695,28.103,0.293,20.571121822033895,1910
Singapore,1917,359566.0,910800000.0,0.0,9.87315466101695,28.396,0.293,20.571121822033895,1910
Singapore,1918,366501.0,731859968.0,0.0,9.87315466101695,28.689,0.293,20.571121822033895,1910
Singapore,1919,375380.0,852720000.0,0.0,9.87315466101695,29.019,0.33,20.571121822033895,1910
Singapore,1920,386317.0,755411968.0,0.0,9.87315466101695,29.239,0.22,20.571121822033895,1920
Singapore,1921,399433.0,912076032.0,0.0,9.87315466101695,29.422,0.183,20.571121822033895,1920
Singapore,1922,414856.0,1257424000.0,0.0,9.87315466101695,29.605,0.183,20.571121822033895,1920
Singapore,1923,432717.0,1352016000.0,0.0,9.87315466101695,29.788,0.183,20.571121822033895,1920
Singapore,1924,451347.0,1354471936.0,0.0,9.87315466101695,29.972,0.183,20.571121822033895,1920
Singapore,1925,470780.0,1601459968.0,0.0,9.87315466101695,30.155,0.183,20.571121822033895,1920
Singapore,1926,491049.0,1372546048.0,0.0,9.87315466101695,30.338,0.183,20.571121822033895,1920
Singapore,1927,512191.0,1056552000.0,0.0,9.87315466101695,30.521,0.183,20.571121822033895,1920
Singapore,1928,534243.0,1305633024.0,0.0,9.87315466101695,30.704,0.183,20.571121822033895,1920
Singapore,1929,554962.0,1910724992.0,0.0,9.87315466101695,30.888,0.183,20.571121822033895,1920
Singapore,1930,574238.0,1817203968.0,0.0,9.87315466101695,31.071,0.183,20.571121822033895,1930
Singapore,1931,591953.0,1264498048.0,0.0,9.87315466101695,31.291,0.22,20.571121822033895,1930
